ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1442,18.470926,77.383264,9.7,-24.7,6.28,4.9,Negativno,Ne
1443,18.478683,77.397479,8.4,-30.2,7.54,3.85,Negativno,Da
1444,18.494131,77.398271,2.0,-49.6,6.83,5.08,Negativno,Ne
1445,18.483383,77.390843,3.8,-40.5,6.83,1.81,Negativno,Ne
1446,18.49003,77.38158,12.8,-61.8,8.22,0.92,Negativno,Ne
1447,18.47306,77.379722,1.9,-55.2,7.73,3.11,Negativno,Ne
1448,18.488179,77.383552,4.2,-56.4,7.13,2.97,Negativno,Ne
1449,18.495084,77.371022,6.9,-64.5,6.81,3.97,Negativno,Ne
1450,18.472979,77.373175,11.3,-36.2,7.13,2.02,Negativno,Ne
1451,18.491455,77.392217,8.8,-58.4,7.24,0.51,Negativno,Ne
1452,18.476555,77.388251,8.2,-39.5,6.15,3.15,Negativno,Ne
1453,18.494038,77.404848,10.6,-70.5,6.98,3.82,Negativno,Ne
1454,18.484067,77.393479,3.4,-45.2,6.61,0.55,Negativno,Ne
1455,18.49815,77.388899,10.5,-50.2,6.83,1.46,Negativno,Ne
1456,18.46709,77.380233,6.4,-41.3,7.51,4.16,Negativno,Ne
1457,18.480495,77.397458,0.7,-54.7,6.37,3.09,Negativno,Ne
1458,18.484032,77.390301,12.3,-63.7,6.54,2.29,Negativno,Ne
1459,18.474511,77.393979,2.2,-70.9,6.7,0.28,Negativno,Ne
1460,18.47813,77.393985,9.5,-53.6,7.44,1.69,Negativno,Ne
1461,18.484321,77.380035,0.8,-11.5,7.59,7.691932953487157,Pozitivno,Da
1462,18.466214,77.386705,14.3,-69.2,6.89,5.08,Negativno,Ne
1463,18.49176,77.397383,5.4,-65.0,6.93,2.74,Negativno,Da
1464,18.487716,77.394861,3.8,-66.6,7.29,5.02,Negativno,Ne
1465,18.486302,77.394057,12.9,-82.2,6.47,4.0,Negativno,Ne
1466,18.478453,77.394316,1.3,-71.6,6.95,5.29,Negativno,Ne
1467,18.485503,77.401541,14.3,-46.4,7.78,5.71,Negativno,Ne
1468,18.456467,77.397058,10.0,-62.5,7.42,3.55,Negativno,Ne
1469,18.4757,77.390924,5.3,-77.2,7.53,4.64,Negativno,Ne
1470,18.491627,77.406922,6.0,-50.8,6.87,1.51,Negativno,Ne
1471,18.508414,77.398588,10.4,-36.8,7.03,0.23,Negativno,Ne
1472,18.466476,77.383515,6.9,-49.8,6.37,2.19,Pozitivno,Ne
1473,18.471608,77.373247,4.9,-51.6,7.33,3.7,Negativno,Ne
1474,18.490499,77.382858,7.5,-66.4,7.04,3.6,Pozitivno,Ne
1475,18.470148,77.401758,1.6,-25.6,6.11,1.18,Negativno,Da
1476,18.483427,77.406274,2.3,-50.4,6.27,4.41,Negativno,Ne
1477,18.464586,77.364182,10.2,-52.1,7.44,0.71,Negativno,Ne
1478,18.47471,77.416057,7.5,-55.7,7.1,4.42,Negativno,Ne
1479,18.486451,77.392956,5.0,-31.6,7.3,4.01,Negativno,Ne
1480,18.491991,77.403757,7.5,-32.2,6.76,2.73,Negativno,Ne
1481,18.479118,77.395287,2.6,-56.6,7.35,0.8,Pozitivno,Ne
1482,18.468474,77.382544,10.9,-42.7,5.76,0.12,Negativno,Ne
1483,18.494877,77.39719,5.4,-40.2,7.48,0.68,Negativno,Ne
1484,18.47508,77.401128,7.2,-63.3,7.06,1.72,Negativno,Da
1485,18.482231,77.400703,8.3,-38.9,7.01,0.36,Negativno,Ne
1486,18.495371,77.392424,1.3,-64.4,6.7,0.26,Negativno,Ne
1487,18.474421,77.39578,6.3,-22.5,6.88,1.18,Negativno,Ne
1488,18.479001,77.394751,2.9,-55.2,7.56,2.21,Negativno,Ne
1489,18.477623,77.379878,11.3,-95.2,7.43,0.87,Negativno,Ne
1490,18.469237,77.416291,2.2,-48.0,7.37,5.8,Negativno,Ne
1491,18.458805,77.387034,11.3,-59.5,7.71,0.57,Negativno,Ne
1492,18.465634,77.387043,0.6,-69.2,6.3,4.2,Negativno,Ne
1493,18.454121,77.390547,11.2,-41.7,7.26,3.3,Negativno,Ne
1494,18.476877,77.396845,10.1,-55.5,7.74,1.38,Negativno,Ne
1495,18.485973,77.401555,6.6,-53.4,7.01,3.12,Negativno,Ne
1496,18.479393,77.404105,10.1,-60.7,6.41,0.84,Pozitivno,Ne
1497,18.486929,77.40609,3.9,-73.8,7.27,5.61,Negativno,Ne
1498,18.479907,77.385733,5.2,-23.1,7.2,5.26,Negativno,Da
1499,18.478349,77.391704,1.6,-14.2,7.02,1.91,Negativno,Ne
1500,18.465129,77.385931,11.6,-47.1,6.69,2.52,Negativno,Ne
1501,18.485509,77.399776,9.8,-61.8,6.84,2.04,Pozitivno,Ne
1502,18.481955,77.400576,14.1,-52.0,6.13,1.28,Negativno,Ne
1503,18.478018,77.391024,0.6,-39.4,6.62,3.05,Negativno,Ne
1504,18.472701,77.380779,13.7,-77.9,6.87,0.94,Negativno,Ne
1505,18.483751,77.390893,9.1,-62.2,7.35,2.07,Negativno,Ne
1506,18.487706,77.394447,1.1,-41.4,6.57,3.36,Negativno,Ne
1507,18.475041,77.382553,14.6,-82.6,6.47,0.77,Negativno,Ne
1508,18.493012,77.387273,6.2,-53.2,6.71,3.79,Negativno,Ne
1509,18.492875,77.384287,7.2,-50.7,7.54,5.7,Negativno,Ne
1510,18.482411,77.390953,1.1,-44.5,7.73,2.99,Negativno,Ne
1511,18.485361,77.382018,3.2,-21.0,6.69,1.8,Negativno,Ne
1512,18.474889,77.403898,10.0,-45.6,6.86,3.26,Pozitivno,Ne
1513,18.461614,77.38364,5.3,-55.9,6.91,1.88,Negativno,Ne
1514,18.482569,77.387387,13.3,-59.6,7.09,2.31,Pozitivno,Ne
1515,18.486079,77.387867,14.4,-10.3,7.05,4.309367678412055,Pozitivno,Da
1516,18.487557,77.371183,7.5,-77.0,7.0,5.54,Negativno,Da
1517,18.480938,77.394677,1.7,-53.1,6.73,3.1,Pozitivno,Ne
1518,18.473076,77.388375,3.3,-61.2,7.28,4.22,Negativno,Ne
1519,18.495642,77.379798,14.8,-78.7,6.17,3.73,Negativno,Ne
1520,18.491773,77.387779,0.8,-64.2,6.93,4.03,Pozitivno,Ne
1521,18.48596,77.396327,5.9,-47.2,7.1,0.19,Pozitivno,Ne
1522,18.453978,77.37618,7.7,-51.4,6.79,3.07,Pozitivno,Ne
1523,18.481216,77.383379,0.8,-57.0,7.11,2.67,Negativno,Ne
1524,18.463059,77.40483,9.7,-57.7,7.34,2.66,Negativno,Ne
1525,18.482254,77.401502,14.7,-45.4,7.59,0.64,Negativno,Ne
1526,18.47356,77.389613,11.7,-69.4,7.06,2.82,Negativno,Ne
1527,18.476973,77.406037,6.5,-31.6,8.11,2.75,Negativno,Ne
1528,18.467235,77.390472,5.7,-51.1,6.63,5.28,Negativno,Ne
1529,18.494508,77.381804,6.4,-37.1,6.43,4.97,Negativno,Ne
1530,18.47552,77.401882,0.5,-72.3,6.71,4.78,Negativno,Ne
1531,18.474164,77.391421,14.5,-44.6,7.13,0.37,Negativno,Ne
1532,18.485604,77.396769,12.3,-72.7,6.61,0.92,Negativno,Ne
1533,18.467419,77.399159,11.4,-35.2,7.16,5.19,Negativno,Ne
1534,18.491359,77.392458,14.4,-50.5,7.14,2.8,Negativno,Ne
1535,18.499179,77.391594,8.9,-32.4,7.16,0.27,Negativno,Ne
1536,18.490402,77.394402,11.7,-71.5,6.52,3.27,Negativno,Ne
1537,18.484117,77.394808,8.8,-73.6,6.87,4.53,Negativno,Ne
1538,18.488501,77.38091,2.4,-46.0,7.45,4.12,Negativno,Ne
1539,18.474628,77.387217,3.5,-46.1,6.97,1.6,Negativno,Ne
1540,18.486387,77.386339,12.8,-18.8,7.45,8.139367678412054,Pozitivno,Da
1541,18.480238,77.37927,1.9,-40.5,7.14,3.89,Negativno,Ne
1542,18.485146,77.381758,2.0,-34.3,7.06,2.78,Pozitivno,Ne
1543,18.47989,77.398628,3.1,-82.1,6.58,4.61,Negativno,Ne
1544,18.479688,77.376332,12.1,-27.6,6.04,2.54,Negativno,Ne
1545,18.486623,77.388828,1.2,-7.5,5.96,4.479367678412054,Pozitivno,Da
1546,18.485821,77.389685,9.0,-54.1,7.42,4.49,Negativno,Ne
1547,18.466511,77.403864,10.0,-42.4,7.7,0.12,Negativno,Ne
1548,18.479376,77.381799,9.9,-51.0,7.31,3.66,Negativno,Ne
1549,18.474282,77.391,3.3,-50.0,6.94,1.74,Negativno,Ne
1550,18.488371,77.376822,9.0,-39.9,7.79,3.44,Negativno,Ne
1551,18.480969,77.402197,6.8,-59.7,7.09,2.3,Negativno,Ne
1552,18.494446,77.394029,2.2,-53.2,7.72,2.94,Negativno,Ne
1553,18.486561,77.371525,14.6,-83.9,6.95,3.32,Negativno,Ne
1554,18.467625,77.391607,9.0,1.3,6.05,4.63,Negativno,Ne
1555,18.489509,77.394932,10.0,-60.5,7.46,2.41,Negativno,Ne
1556,18.474983,77.385346,8.6,-33.2,6.14,1.96,Negativno,Ne
1557,18.483187,77.401298,14.1,-36.2,7.71,5.44,Negativno,Ne
1558,18.487042,77.425534,10.3,-60.1,7.15,2.99,Negativno,Ne
1559,18.473627,77.408425,1.0,-41.7,7.54,4.61,Negativno,Ne
1560,18.500105,77.390167,1.2,-42.1,7.04,4.4,Negativno,Ne
1561,18.475601,77.410636,7.4,-54.9,7.21,0.6,Negativno,Ne
1562,18.473053,77.387097,10.2,-40.8,8.0,3.4,Negativno,Ne
1563,18.463197,77.383448,5.5,-48.5,7.31,1.99,Negativno,Ne
1564,18.473661,77.391276,2.9,-41.9,6.49,4.73,Negativno,Ne
1565,18.482415,77.386891,6.1,-41.4,6.91,5.03,Negativno,Ne
1566,18.481437,77.394598,0.4,-48.7,7.44,1.15,Negativno,Ne
1567,18.470423,77.386844,1.7,-56.6,6.72,1.6,Negativno,Ne
1568,18.476005,77.389899,1.4,-64.6,7.6,1.86,Negativno,Ne
1569,18.478706,77.382622,13.3,-79.1,7.01,5.55,Negativno,Ne
1570,18.510363,77.408831,10.4,-64.4,7.2,4.12,Negativno,Ne
1571,18.469862,77.398277,7.4,-49.0,7.26,3.16,Negativno,Ne
1572,18.489245,77.396847,4.1,-53.6,7.05,2.81,Negativno,Ne
1573,18.478233,77.385097,3.2,-44.0,7.17,1.7,Negativno,Ne
1575,18.492797,77.399746,4.9,-57.9,6.9,2.12,Negativno,Ne
1576,18.483745,77.399799,1.6,-45.0,7.44,3.54,Pozitivno,Ne
1577,18.481054,77.41335,12.1,-28.4,7.04,1.0,Negativno,Ne
1578,18.482725,77.38895,8.0,-66.6,6.19,3.97,Negativno,Ne
1579,18.479215,77.393653,14.3,-66.7,6.03,1.7,Negativno,Ne
1580,18.479526,77.401844,4.6,-32.4,6.12,0.39,Negativno,Ne
1581,18.484933,77.404195,5.4,-78.8,6.7,5.54,Negativno,Ne
1582,18.469387,77.390663,2.1,-57.3,7.03,3.45,Negativno,Ne
1583,18.481289,77.381798,13.8,-66.6,7.26,0.59,Negativno,Ne
1584,18.483671,77.394739,5.5,-73.6,7.64,0.76,Negativno,Ne
1585,18.480445,77.381664,4.7,-54.7,6.22,2.02,Negativno,Ne
1586,18.491919,77.383926,6.9,-55.7,6.64,3.2,Negativno,Ne
1587,18.482555,77.399245,2.3,-54.9,6.83,2.93,Negativno,Ne
1588,18.496011,77.397476,6.4,-26.7,7.0,2.63,Negativno,Da
1589,18.48136,77.387587,4.8,-31.9,6.61,5.55,Negativno,Ne
1590,18.485151,77.397485,11.7,-56.1,6.74,2.52,Negativno,Ne
1591,18.472328,77.396557,2.1,-51.7,6.05,0.92,Negativno,Ne
1592,18.470291,77.387277,13.1,-69.6,7.2,4.79,Negativno,Ne
1593,18.465583,77.395528,5.4,-54.7,6.75,0.28,Negativno,Ne
1594,18.459335,77.383216,14.6,-66.0,6.85,3.02,Negativno,Ne
1595,18.488908,77.398705,8.0,-54.7,6.56,1.07,Negativno,Ne
1596,18.47505,77.387059,12.2,-29.6,6.86,4.47,Negativno,Ne
1597,18.476278,77.385681,0.4,-55.6,6.66,4.25,Negativno,Ne
1598,18.477875,77.375719,8.8,-48.6,6.83,4.61,Negativno,Ne
1599,18.482128,77.393235,1.5,-61.3,6.88,5.5,Negativno,Ne
1600,18.481356,77.394239,8.8,-28.3,6.86,2.45,Negativno,Ne
1601,18.488594,77.387315,8.6,-50.4,6.51,0.39,Pozitivno,Ne
1602,18.488369,77.39184,10.2,-28.1,8.06,2.26,Negativno,Ne
1603,18.473535,77.39194,13.9,-51.7,6.39,5.8,Negativno,Ne
1604,18.486154,77.3906,1.9,-69.9,7.45,0.58,Negativno,Ne
1605,18.476241,77.387232,3.6,-43.1,6.57,5.42,Negativno,Ne
1606,18.47408,77.353385,1.4,-32.2,7.15,2.28,Negativno,Ne
1607,18.485518,77.394891,8.4,-59.8,7.96,1.03,Negativno,Ne
1608,18.48397,77.39303,0.6,-40.5,7.5,3.93,Negativno,Ne
1609,18.470009,77.386579,4.8,-11.5,7.48,5.060217924749077,Pozitivno,Da
1610,18.477749,77.372856,8.3,-57.2,6.98,1.18,Pozitivno,Ne
1611,18.494802,77.413572,10.1,-63.3,7.48,4.79,Pozitivno,Ne
1612,18.470865,77.389314,13.8,-72.9,6.74,0.77,Negativno,Ne
1613,18.483515,77.395498,2.7,-32.9,6.66,5.67,Negativno,Ne
1614,18.483255,77.382945,2.4,-66.9,6.98,3.38,Negativno,Ne
1615,18.484798,77.39562,8.5,-55.1,7.02,4.11,Negativno,Ne
1616,18.476673,77.396348,2.5,-77.6,6.7,4.7,Negativno,Ne
1617,18.487092,77.387026,14.3,-17.4,6.85,5.849367678412055,Pozitivno,Da
1618,18.482979,77.376957,9.1,-33.7,6.75,1.25,Negativno,Ne
1619,18.472478,77.390802,5.8,-44.6,7.06,2.07,Negativno,Ne
1620,18.480893,77.39992,8.8,-16.9,7.01,3.79,Negativno,Ne
1621,18.487141,77.38493,14.3,-70.6,6.52,4.78,Negativno,Ne
1622,18.484051,77.383491,3.2,-74.3,6.25,3.18,Negativno,Ne
1623,18.480887,77.406159,8.6,-23.3,6.63,5.08,Negativno,Da
1624,18.474198,77.393586,14.1,-60.3,6.84,1.77,Negativno,Ne
1625,18.472127,77.381174,4.4,-53.9,7.64,2.69,Negativno,Ne
1626,18.460826,77.383233,1.7,-48.7,7.3,5.77,Pozitivno,Ne
1627,18.484965,77.392388,14.2,-77.9,7.69,2.03,Negativno,Ne
1628,18.481472,77.388281,0.9,-56.9,6.65,4.19,Negativno,Ne
1629,18.474986,77.397537,9.6,-15.0,7.27,5.75,Negativno,Ne
1630,18.4785,77.384107,6.5,-34.1,6.75,5.2,Negativno,Ne
1631,18.470342,77.389274,12.0,-47.2,7.26,1.94,Negativno,Ne
1632,18.481301,77.378944,9.3,-45.6,7.21,0.97,Negativno,Da
1633,18.480927,77.381623,4.4,-48.7,6.49,4.52,Negativno,Ne
1634,18.494845,77.397302,9.4,-50.8,6.76,1.69,Negativno,Ne
1635,18.48233,77.385594,4.1,-50.1,6.66,2.61,Negativno,Ne
1636,18.498,77.390025,7.2,-36.7,6.15,1.75,Negativno,Ne
1637,18.488518,77.365744,11.2,-59.7,6.99,2.73,Pozitivno,Da
1638,18.480765,77.386954,0.7,-49.8,6.81,5.46,Negativno,Ne
1639,18.482415,77.391636,4.6,-44.8,6.79,4.11,Negativno,Ne
1640,18.479987,77.373092,11.6,-58.8,7.1,3.98,Negativno,Ne
1641,18.494691,77.357804,5.7,-53.1,6.72,4.16,Negativno,Ne
1642,18.474108,77.401434,2.0,-28.2,6.66,0.88,Negativno,Da
1643,18.482202,77.397229,14.7,-33.5,7.7,3.76,Negativno,Ne
1644,18.494803,77.375694,5.0,-24.5,7.14,3.12,Negativno,Ne
1645,18.478659,77.384628,10.3,-91.4,6.3,4.8,Negativno,Ne
1646,18.474702,77.40388,6.6,-29.4,7.35,2.32,Negativno,Ne
1647,18.470932,77.405788,1.7,-36.2,5.87,4.5,Negativno,Ne
1648,18.478514,77.387208,14.7,-53.5,7.12,1.33,Negativno,Ne
1649,18.478963,77.394151,7.6,-25.8,6.1,3.75,Negativno,Ne
1650,18.465615,77.37809,6.1,-32.3,6.85,2.29,Negativno,Ne
1651,18.47409,77.392454,14.4,-50.8,6.4,3.59,Negativno,Ne
1652,18.480542,77.400805,13.4,-58.1,7.91,0.77,Negativno,Ne
1653,18.499516,77.384203,4.8,-46.1,7.15,1.03,Negativno,Ne
1654,18.479741,77.370925,12.4,-55.9,7.34,1.52,Negativno,Ne
1655,18.484017,77.394845,0.1,-40.6,6.92,1.54,Negativno,Ne
1656,18.463224,77.386309,10.6,-48.9,7.63,3.86,Negativno,Ne
1657,18.478706,77.375729,1.3,-50.5,7.09,4.82,Negativno,Ne
1658,18.492369,77.398797,6.4,-59.2,7.82,4.33,Negativno,Ne
1659,18.486936,77.380365,11.6,-13.2,6.66,6.731932953487156,Pozitivno,Da
1660,18.484996,77.399306,7.9,-47.5,7.14,0.87,Negativno,Ne
1661,18.485414,77.374602,11.2,-21.8,6.74,3.13,Negativno,Ne
1662,18.492447,77.389157,13.6,-35.2,6.79,4.87,Negativno,Ne
1663,18.471881,77.39736,13.4,-40.8,6.79,4.3,Negativno,Ne
1664,18.48742,77.393591,5.8,-43.0,7.46,1.69,Negativno,Ne
1665,18.472351,77.395361,13.9,-57.9,6.07,0.67,Negativno,Ne
1666,18.475564,77.406729,7.5,-55.2,7.1,2.71,Negativno,Ne
1667,18.488564,77.398868,4.0,-50.5,7.32,2.25,Negativno,Ne
1668,18.484863,77.390784,9.2,-59.1,6.49,5.19,Negativno,Ne
1669,18.488346,77.41239,6.6,-69.0,7.22,3.3,Negativno,Da
1670,18.462042,77.395554,1.7,-45.8,7.11,4.3,Negativno,Da
1671,18.486498,77.382287,1.4,-53.6,6.09,3.12,Negativno,Ne
1672,18.467133,77.397671,0.7,-76.7,6.46,0.52,Negativno,Ne
1673,18.461838,77.392164,12.7,-56.9,7.31,1.76,Negativno,Da
1674,18.469337,77.37441,12.9,-62.0,6.83,4.79,Pozitivno,Ne
1675,18.494053,77.408511,14.8,-41.5,7.46,0.85,Negativno,Ne
1676,18.480288,77.379582,7.2,-41.7,7.07,1.51,Pozitivno,Ne
1677,18.487528,77.374697,13.3,-30.8,6.85,4.73,Negativno,Ne
1678,18.469746,77.384404,11.0,-5.1,7.18,7.070217924749077,Pozitivno,Da
1679,18.483943,77.392028,9.1,-45.3,7.58,1.25,Negativno,Ne
1680,18.469181,77.383239,0.7,-50.0,6.85,3.88,Negativno,Ne
1681,18.480617,77.392544,5.5,-43.3,7.42,4.22,Negativno,Ne
1682,18.481603,77.390412,0.6,-59.2,6.33,3.64,Negativno,Ne
1683,18.470954,77.405154,12.5,-62.0,7.11,0.14,Negativno,Ne
1684,18.477315,77.379986,9.6,-51.0,6.8,5.79,Negativno,Ne
1685,18.464967,77.394852,13.0,-65.9,7.45,1.88,Negativno,Ne
1686,18.477311,77.384066,11.0,-36.1,6.74,2.38,Negativno,Da
1687,18.481056,77.396104,3.8,-34.4,7.48,4.49,Negativno,Ne
1688,18.477271,77.383765,6.9,-67.4,6.46,4.59,Negativno,Ne
1689,18.480985,77.384573,7.1,-71.4,7.49,2.88,Negativno,Ne
1690,18.465282,77.39444,6.6,-50.8,7.08,2.95,Negativno,Ne
1691,18.485035,77.391338,2.1,-40.1,6.93,3.18,Negativno,Ne
1692,18.477266,77.393585,12.8,-58.7,6.57,3.91,Negativno,Ne
1693,18.484206,77.392725,11.5,-58.5,6.55,0.22,Negativno,Ne
1694,18.486211,77.395023,3.3,-50.9,7.61,3.54,Negativno,Ne
1695,18.478028,77.398143,8.5,-56.1,7.05,0.14,Negativno,Ne
1696,18.489329,77.386419,1.2,-35.0,7.38,2.68,Negativno,Ne
1697,18.489707,77.404371,6.8,-51.4,7.93,5.81,Negativno,Ne
1698,18.463151,77.392123,14.8,-47.0,6.6,5.78,Negativno,Da
1699,18.489493,77.386211,6.7,-64.5,6.49,5.97,Negativno,Ne
1700,18.491642,77.390631,0.3,-40.0,7.22,4.09,Negativno,Ne
1701,18.474725,77.396608,1.5,-57.7,7.7,3.79,Negativno,Ne
1702,18.48633,77.400801,8.9,-72.3,6.65,1.58,Negativno,Ne
1703,18.487956,77.389633,8.0,-62.0,6.82,5.86,Negativno,Ne
1704,18.492264,77.392742,3.1,-59.5,7.71,5.03,Negativno,Ne
1706,18.471475,77.390963,5.6,-41.7,7.35,5.47,Negativno,Ne
1707,18.486476,77.389107,11.7,-14.7,7.0,3.35,Negativno,Ne
1708,18.475017,77.396561,2.6,-67.0,6.71,0.15,Negativno,Ne
1709,18.494628,77.399552,1.0,-72.6,6.31,4.36,Negativno,Ne
1710,18.486318,77.405032,3.0,-49.2,6.77,1.53,Pozitivno,Ne
1711,18.497561,77.393069,6.3,-26.3,7.01,1.11,Negativno,Ne
1712,18.467967,77.388288,13.6,-48.3,6.44,0.42,Negativno,Ne
1713,18.482819,77.380909,1.6,-54.7,7.68,0.59,Pozitivno,Ne
1714,18.475467,77.391957,13.8,-66.7,7.61,3.8,Negativno,Da
1715,18.460658,77.397688,6.7,-52.1,7.82,1.71,Negativno,Ne
1716,18.49401,77.384982,6.9,-51.6,6.95,2.72,Negativno,Ne
1717,18.482562,77.402406,14.0,-65.9,6.37,0.89,Negativno,Ne
1718,18.494595,77.38733,8.6,-35.6,7.18,0.67,Negativno,Ne
1719,18.480908,77.405732,8.4,-62.1,7.23,0.49,Negativno,Ne
1720,18.476383,77.370842,9.8,-56.9,7.26,1.6,Negativno,Da
1721,18.501762,77.414479,14.1,-58.0,6.63,4.82,Negativno,Ne
1722,18.478747,77.401502,8.4,-48.3,6.43,0.14,Negativno,Ne
1723,18.482936,77.390712,9.4,-36.9,7.24,0.1,Negativno,Ne
1724,18.484732,77.372306,0.7,-58.4,6.43,1.8,Pozitivno,Ne
1725,18.472191,77.385281,1.9,-49.2,6.03,5.75,Pozitivno,Da
1726,18.479102,77.383992,5.9,-22.2,7.43,2.38,Negativno,Ne
1727,18.481599,77.396141,8.6,-17.4,7.12,3.45,Negativno,Ne
1728,18.475143,77.388819,9.8,-44.0,6.93,5.59,Negativno,Ne
1729,18.500065,77.391854,8.7,-64.3,7.31,1.49,Negativno,Ne
1730,18.468878,77.372794,5.0,-65.1,7.16,3.51,Negativno,Da
1731,18.477434,77.383864,0.2,-68.6,7.76,0.64,Negativno,Ne
1732,18.483722,77.395757,13.8,-64.4,5.7,0.6,Negativno,Ne
1733,18.477543,77.380504,13.7,-49.6,6.94,4.69,Negativno,Ne
1734,18.464695,77.392942,11.3,-47.6,6.12,0.77,Negativno,Ne
1735,18.471499,77.390249,7.6,-56.1,6.83,1.99,Negativno,Ne
1736,18.476894,77.387795,13.8,-55.5,6.49,3.03,Negativno,Ne
1737,18.472228,77.402465,9.0,-79.9,6.96,2.18,Negativno,Ne
1738,18.485015,77.399769,12.6,-26.6,7.88,4.29,Negativno,Ne
1739,18.486597,77.382892,7.0,-78.3,7.08,4.99,Negativno,Ne
1740,18.485296,77.390457,1.8,-45.0,7.42,5.72,Negativno,Ne
1741,18.483693,77.396702,10.9,-29.4,7.15,1.46,Negativno,Ne
1742,18.470588,77.396326,12.6,-35.0,6.74,5.81,Negativno,Ne
1743,18.480831,77.392195,10.2,-46.7,6.29,4.77,Negativno,Ne
1744,18.452729,77.379562,2.9,-74.1,6.71,2.01,Pozitivno,Ne
1745,18.488976,77.411729,10.9,-57.0,7.23,5.94,Negativno,Ne
1746,18.483619,77.398531,9.8,-45.6,7.2,2.56,Negativno,Ne
1747,18.482488,77.409224,5.9,-38.4,7.22,2.17,Pozitivno,Ne
1748,18.489437,77.393158,10.4,-38.1,8.15,2.1,Negativno,Ne
1749,18.474159,77.377967,6.1,-69.3,6.61,3.24,Pozitivno,Ne
1750,18.470925,77.383966,14.3,-60.5,6.18,0.19,Negativno,Ne
1751,18.466908,77.38418,7.5,-44.5,6.45,2.71,Negativno,Ne
1752,18.479824,77.361891,4.9,-42.7,6.52,0.79,Negativno,Ne
1753,18.495414,77.387878,1.8,-60.8,7.53,5.66,Negativno,Ne
1754,18.467943,77.38091,7.1,-54.1,7.44,2.06,Negativno,Ne
1755,18.487931,77.387051,11.5,-60.6,6.6,0.45,Negativno,Ne
1756,18.462138,77.395032,7.5,-38.3,6.95,4.16,Negativno,Ne
1757,18.474614,77.38803,8.3,-50.2,7.34,5.36,Negativno,Ne
1758,18.480287,77.396036,5.5,-43.5,6.48,3.85,Negativno,Ne
1759,18.474873,77.390364,8.6,-49.0,7.43,0.49,Negativno,Ne
1760,18.491474,77.384583,13.6,-51.1,6.83,3.35,Negativno,Ne
1761,18.489238,77.384461,7.6,-42.6,7.15,5.69,Negativno,Ne
1762,18.489673,77.379249,1.6,-69.5,7.08,4.95,Negativno,Ne
1763,18.47698,77.391252,5.6,-65.1,7.45,3.2,Negativno,Ne
1764,18.479781,77.394448,2.8,-58.9,7.33,2.73,Negativno,Ne
1765,18.485147,77.379713,12.5,-10.0,6.27,10.831932953487158,Pozitivno,Da
1766,18.493474,77.401719,4.3,-75.4,6.53,0.39,Negativno,Ne
1767,18.484785,77.388833,8.4,-13.1,6.76,4.899367678412054,Pozitivno,Da
1768,18.48831,77.40718,12.2,-35.2,6.64,3.51,Negativno,Ne
1769,18.480628,77.40248,6.9,-32.9,6.9,5.12,Negativno,Ne
1770,18.482888,77.38698,9.8,-72.6,6.8,3.35,Negativno,Ne
1771,18.47881,77.402262,0.3,-34.9,7.76,5.08,Negativno,Ne
1772,18.468034,77.396116,8.3,-48.0,7.18,1.99,Negativno,Ne
1773,18.499938,77.396988,9.7,-91.9,6.72,3.23,Negativno,Ne
1774,18.477946,77.383854,7.4,-29.3,7.17,5.93,Negativno,Ne
1775,18.48538,77.376079,5.0,-56.6,7.01,3.12,Negativno,Ne
1776,18.485683,77.367907,13.2,-30.9,6.1,2.29,Negativno,Ne
1777,18.481953,77.383545,0.4,-37.6,6.7,2.78,Negativno,Ne
1778,18.48018,77.385366,12.0,-36.6,7.12,1.31,Negativno,Ne
1779,18.480729,77.378196,2.2,-31.1,6.58,5.14,Negativno,Ne
1780,18.481852,77.38557,11.0,-41.6,6.63,0.52,Negativno,Ne
1781,18.475969,77.376958,4.4,-92.7,7.31,4.76,Negativno,Ne
1782,18.487229,77.379777,7.5,-9.1,6.63,9.141932953487157,Pozitivno,Da
1783,18.469449,77.397184,11.0,-38.6,6.8,4.56,Pozitivno,Ne
1784,18.465733,77.386652,6.3,-48.3,7.34,2.42,Negativno,Ne
1785,18.48634,77.39013,13.0,-45.6,7.1,0.16,Negativno,Ne
1786,18.48893,77.388389,14.5,-42.1,7.45,4.9,Negativno,Ne
1787,18.490613,77.384233,2.5,-74.4,6.98,3.49,Negativno,Ne
1788,18.472294,77.403367,8.4,-40.5,6.97,2.98,Negativno,Ne
1789,18.475231,77.382307,11.2,-45.1,7.16,0.55,Negativno,Da
1790,18.478066,77.407494,13.9,-49.6,6.57,5.26,Negativno,Ne
1791,18.461629,77.389039,6.4,-35.8,6.76,1.53,Negativno,Ne
1792,18.486616,77.391197,14.0,-64.3,6.19,4.84,Negativno,Ne
1793,18.467056,77.383239,2.5,-32.4,7.23,4.56,Negativno,Ne
1794,18.481694,77.393018,5.8,-74.6,6.98,0.82,Negativno,Ne
1795,18.480651,77.410829,12.0,-35.8,7.29,1.99,Pozitivno,Ne
1796,18.465805,77.388971,9.1,-58.3,7.15,5.06,Negativno,Ne
1797,18.467808,77.385054,9.2,-19.7,7.47,8.400217924749077,Pozitivno,Da
